2025-09-30 15:31:15,507 |     INFO |             __init__:  60 | === Starting PDF Processing Run: 20250930_153115_505 ===
2025-09-30 15:31:15,510 |     INFO |            remap_pdf:  82 | Starting PDF remapping with 3 mappings in overlay mode
2025-09-30 15:31:15,511 |     INFO |        log_input_pdf:  67 | Input PDF saved: /Users/ashishrajshekhar/codex_code_glyph/runs/20250930_153115_505/input.pdf (34173 bytes)
2025-09-30 15:31:15,511 |     INFO |   log_mode_selection:  76 | Processing mode selected: overlay
2025-09-30 15:31:15,511 |     INFO |         log_mappings:  81 | Word mappings to apply: 3 total
2025-09-30 15:31:15,511 |     INFO |         log_mappings:  83 |   'multi-head' → 'single-head'
2025-09-30 15:31:15,511 |     INFO |         log_mappings:  83 |   'exclusively' → 'NOT'
2025-09-30 15:31:15,511 |     INFO |         log_mappings:  83 |   'bidirectional' → 'unidrectinal'
2025-09-30 15:31:15,511 |     INFO |         log_mappings:  81 | Word mappings to apply: 3 total
2025-09-30 15:31:15,511 |     INFO |         log_mappings:  83 |   'multi-head' → 'single-head'
2025-09-30 15:31:15,511 |     INFO |         log_mappings:  83 |   'exclusively' → 'NOT'
2025-09-30 15:31:15,511 |     INFO |         log_mappings:  83 |   'bidirectional' → 'unidrectinal'
2025-09-30 15:31:15,530 |     INFO | log_pattern_building:  99 | Building regex pattern for 4 words (ignore_case=True)
2025-09-30 15:31:15,531 |    DEBUG | log_pattern_building: 100 | Words to match: ['multi-head', 'exclusively', 'bidirectional', 'Bidirectional']
2025-09-30 15:31:15,531 |    DEBUG | log_pattern_building: 101 | Compiled pattern: bidirectional|Bidirectional|exclusively|multi\-head
2025-09-30 15:31:15,538 |     INFO | _apply_overlay_mode_mapping: 302 | Processing page 1 with 95 operations
2025-09-30 15:31:15,539 |    DEBUG |     process_tj_array:  70 | TJ Array - Combined text: 'CSE 576 Quiz 7 Transformer Pretraining Quiz'
2025-09-30 15:31:15,539 |    DEBUG |     process_tj_array:  70 | TJ Array - Combined text: '1. Which of the following best explains how multi-head attention improves contextual'
