2025-10-04 02:03:57,946 |     INFO |             __init__:  60 | === Starting PDF Processing Run: 20251004_020357_945 ===
2025-10-04 02:03:57,952 |     INFO |            remap_pdf:  82 | Starting PDF remapping with 2 mappings in overlay mode
2025-10-04 02:03:57,953 |     INFO |        log_input_pdf:  67 | Input PDF saved: /Users/ashishrajshekhar/codex_code_glyph/runs/20251004_020357_945/input.pdf (83391 bytes)
2025-10-04 02:03:57,953 |     INFO |   log_mode_selection:  76 | Processing mode selected: overlay
2025-10-04 02:03:57,953 |     INFO |         log_mappings:  81 | Word mappings to apply: 2 total
2025-10-04 02:03:57,953 |     INFO |         log_mappings:  83 |   'RNN' → 'CNN'
2025-10-04 02:03:57,953 |     INFO |         log_mappings:  83 |   'RNNs' → 'CNNs'
2025-10-04 02:03:57,953 |     INFO |         log_mappings:  81 | Word mappings to apply: 2 total
2025-10-04 02:03:57,953 |     INFO |         log_mappings:  83 |   'RNN' → 'CNN'
2025-10-04 02:03:57,953 |     INFO |         log_mappings:  83 |   'RNNs' → 'CNNs'
2025-10-04 02:03:57,953 |     INFO | _apply_overlay_mode_mapping: 286 | Using PyMuPDF for overlay mode processing
2025-10-04 02:03:57,953 |     INFO | process_pdf_with_pymupdf: 367 | Processing PDF with PyMuPDF in overlay mode
2025-10-04 02:03:57,953 |     INFO | process_pdf_with_pymupdf: 368 | Pattern: RNNs|RNN
2025-10-04 02:03:57,961 |    DEBUG |         replace_func: 218 | Replacing 'RNNs' with 'CNNs'
2025-10-04 02:03:57,967 |     INFO | _process_page_overlay: 147 | Page 1: 'RNNs and LSTM Quiz' → 'CNNs and LSTM Quiz' at (206.8990020751953, 112.24063110351562, 405.1201171875, 131.45602416992188)
2025-10-04 02:03:57,967 |    DEBUG |         replace_func: 218 | Replacing 'RNN' with 'CNN'
2025-10-04 02:03:57,967 |    DEBUG |         replace_func: 218 | Replacing 'RNNs' with 'CNNs'
2025-10-04 02:03:57,972 |     INFO | _process_page_overlay: 147 | Page 1: 'Q1. What is the primary benefit of stacking multiple RNN layers (i.e., stacked RNNs)?' → 'Q1. What is the primary benefit of stacking multiple CNN layers (i.e., stacked CNNs)?' at (46.36399841308594, 230.58717346191406, 531.3644409179688, 243.49627685546875)
2025-10-04 02:03:57,972 |    DEBUG |         replace_func: 218 | Replacing 'RNNs' with 'CNNs'
2025-10-04 02:03:57,975 |     INFO | _process_page_overlay: 147 | Page 1: 'Q2. Which of the following is the main reason RNNs struggle with long–term dependen-' → 'Q2. Which of the following is the main reason CNNs struggle with long–term dependen-' at (46.36399841308594, 352.9341125488281, 540.9861450195312, 365.8432312011719)
2025-10-04 02:03:57,976 |    DEBUG |         replace_func: 218 | Replacing 'RNN' with 'CNN'
2025-10-04 02:03:57,978 |     INFO | _process_page_overlay: 147 | Page 1: 'Q3. What differentiates an LSTM cell from a standard RNN cell?' → 'Q3. What differentiates an LSTM cell from a standard CNN cell?' at (46.36399841308594, 488.8291320800781, 412.34613037109375, 501.7382507324219)
2025-10-04 02:03:57,983 |    DEBUG |         replace_func: 218 | Replacing 'RNNs' with 'CNNs'
2025-10-04 02:03:57,987 |     INFO | _process_page_overlay: 147 | Page 2: 'Q6. Bidirectional RNNs are often used for POS tagging but not machine translation.' → 'Q6. Bidirectional CNNs are often used for POS tagging but not machine translation.' at (46.36399841308594, 209.6671905517578, 540.9752807617188, 222.5762939453125)
2025-10-04 02:03:57,987 |    DEBUG |         replace_func: 218 | Replacing 'RNN' with 'CNN'
2025-10-04 02:03:57,989 |     INFO | _process_page_overlay: 147 | Page 2: 'Q7. Designing an RNN model for variable–length legal documents with long dependencies:' → 'Q7. Designing an CNN model for variable–length legal documents with long dependencies:' at (46.36399841308594, 287.1761779785156, 540.96435546875, 300.0852966308594)
2025-10-04 02:03:57,989 |    DEBUG |         replace_func: 218 | Replacing 'RNN' with 'CNN'
2025-10-04 02:03:57,991 |     INFO | _process_page_overlay: 147 | Page 2: '(a) Choose between vanilla RNN or LSTM.' → '(a) Choose between vanilla CNN or LSTM.' at (73.42399597167969, 307.50018310546875, 284.92236328125, 320.4093017578125)
2025-10-04 02:03:57,991 |    DEBUG |         replace_func: 218 | Replacing 'RNN' with 'CNN'
2025-10-04 02:03:57,994 |     INFO | _process_page_overlay: 147 | Page 2: 'Q8. Consider a vanilla RNN with recurrent weight matrix Wh and sequence length 50.' → 'Q8. Consider a vanilla CNN with recurrent weight matrix Wh and sequence length 50.' at (46.363990783691406, 443.3411865234375, 540.9942016601562, 458.0273132324219)
2025-10-04 02:03:57,994 |     INFO | process_pdf_overlay_mode:  41 | Created 8 overlays across 2 pages
2025-10-04 02:03:58,001 |    DEBUG | _apply_overlays_pymupdf: 260 | Applied overlay on page 1
2025-10-04 02:03:58,005 |    DEBUG | _apply_overlays_pymupdf: 260 | Applied overlay on page 1
2025-10-04 02:03:58,018 |    DEBUG | _apply_overlays_pymupdf: 260 | Applied overlay on page 1
2025-10-04 02:03:58,021 |    DEBUG | _apply_overlays_pymupdf: 260 | Applied overlay on page 1
2025-10-04 02:03:58,024 |    DEBUG | _apply_overlays_pymupdf: 260 | Applied overlay on page 2
2025-10-04 02:03:58,027 |    DEBUG | _apply_overlays_pymupdf: 260 | Applied overlay on page 2
2025-10-04 02:03:58,032 |    DEBUG | _apply_overlays_pymupdf: 260 | Applied overlay on page 2
2025-10-04 02:03:58,043 |    DEBUG | _apply_overlays_pymupdf: 260 | Applied overlay on page 2
2025-10-04 02:03:58,048 |     INFO |       log_output_pdf: 190 | Output PDF saved: /Users/ashishrajshekhar/codex_code_glyph/runs/20251004_020357_945/output.pdf (1423699 bytes)
2025-10-04 02:03:58,048 |     INFO |         finalize_run: 222 | === Run Complete: 20251004_020357_945 (Duration: 0.10s) ===
2025-10-04 02:03:58,048 |     INFO |         finalize_run: 223 | Run directory: /Users/ashishrajshekhar/codex_code_glyph/runs/20251004_020357_945
2025-10-04 02:03:58,048 |     INFO |         finalize_run: 224 | Metadata saved: /Users/ashishrajshekhar/codex_code_glyph/runs/20251004_020357_945/run_metadata.json
2025-10-04 02:03:58,048 |     INFO |         finalize_run: 233 | Run completed successfully with 2 mappings applied
2025-10-04 02:04:16,010 |     INFO |  log_text_extraction:  90 | Extracted text (1710 chars): 'RNNs and LSTM Quiz\nMultiple Choice Questions\nQ1. What is the primary benefit of stacking multiple RNN layers (i.e., stacked\nRNNs)?\nA. Faster training\nB. Lower memory usage\nC. Better learning of hierarchical features\nD. Simpler architecture\nQ2. Which of the following is the main reason RNNs struggle with long-term depen-\ndencies?\nA. Overfitting\nB. Vanishing gradients\nC. Lack of non-linearity\nD. Insufficient data\nQ3. What differentiates an LSTM cell from a standard RNN cell?\nA. It uses ReLU instea...'
2025-10-04 02:04:16,011 |    DEBUG |  log_text_extraction:  95 | Full extracted text saved to: /Users/ashishrajshekhar/codex_code_glyph/runs/20251004_020357_945/extracted_text.txt
